frame_idx,match_rank,distance,kl1_sx,kl1_sy,kl1_ex,kl1_ey,kl1_angle,kl1_length,kl2_sx,kl2_sy,kl2_ex,kl2_ey,kl2_angle,kl2_length
1,87,9.0,125.33,61.80,134.56,181.86,1.4940,120.41,125.29,61.80,134.76,183.19,1.4930,121.76
1,88,17.0,643.12,43.02,755.65,38.74,-0.0380,112.61,653.07,42.95,719.37,40.45,-0.0378,66.34
1,89,11.0,856.87,221.67,745.63,223.40,3.1261,111.26,886.87,221.78,718.13,224.45,3.1258,168.77
1,90,3.0,1747.24,103.96,1645.99,147.71,2.7337,110.30,1746.18,104.41,1644.51,148.43,2.7330,110.79
1,91,38.0,1739.83,524.40,1746.33,414.34,-1.5118,110.25,1722.41,820.58,1748.24,379.38,-1.5123,441.96
1,92,9.0,1346.88,208.27,1236.87,211.67,3.1107,110.06,1346.89,208.60,1243.13,211.90,3.1099,103.82
1,93,1.0,1725.69,937.73,1616.90,933.71,-3.1046,108.86,1725.68,937.99,1616.89,933.99,-3.1049,108.86
1,94,3.0,1621.82,832.56,1730.62,835.89,0.0306,108.85,1621.85,832.85,1731.82,836.16,0.0301,110.03
1,95,4.0,1076.87,468.56,1183.12,467.38,-0.0112,106.26,1076.87,468.99,1183.12,467.90,-0.0103,106.26
1,96,11.0,1608.51,818.19,1604.20,920.67,1.6128,102.57,1608.49,819.44,1604.18,920.67,1.6133,101.32
1,97,3.0,1745.96,825.64,1739.98,925.66,1.6305,100.19,1745.95,825.64,1739.99,925.66,1.6304,100.19
1,98,2.0,1731.71,836.79,1725.86,936.82,1.6293,100.19,1731.74,836.79,1725.86,936.82,1.6295,100.19
1,99,7.0,720.77,95.73,798.31,159.15,0.6855,100.17,719.90,95.26,798.12,159.38,0.6867,101.14
1,100,9.0,934.99,278.12,936.55,378.15,1.5552,100.05,934.93,273.12,936.61,383.13,1.5555,110.03
1,101,15.0,1342.36,419.35,1339.74,519.35,1.5969,100.03,1343.79,366.86,1339.78,515.60,1.5978,148.80
1,102,7.0,939.29,214.36,938.44,114.37,-1.5794,100.00,939.27,214.37,938.44,115.62,-1.5793,98.75
1,103,16.0,1616.15,931.97,1621.17,833.22,-1.5200,98.88,1616.12,933.21,1621.11,834.34,-1.5203,99.00
1,104,6.0,504.37,9.24,600.60,5.00,-0.0440,96.32,504.34,9.84,599.38,5.65,-0.0441,95.13
1,105,20.0,606.86,14.05,514.36,17.78,3.1014,92.58,615.62,14.15,513.08,18.36,3.1006,102.62
1,106,12.0,914.37,923.60,821.87,922.31,-3.1276,92.51,894.39,923.72,821.88,922.58,-3.1259,72.51
1,107,4.0,680.62,504.60,773.13,504.67,0.0008,92.50,680.62,504.94,774.38,505.04,0.0010,93.75
1,108,6.0,774.38,508.46,681.88,508.46,3.1416,92.50,774.38,508.99,681.87,509.01,3.1414,92.50
1,109,1.0,369.37,367.98,278.12,368.51,3.1358,91.26,368.08,368.17,278.11,369.98,3.1215,89.98
1,110,2.0,533.50,370.61,528.92,280.65,-1.6217,90.07,533.54,370.60,528.92,280.65,-1.6221,90.07
1,111,7.0,1211.88,929.30,1301.85,932.65,0.0372,90.03,1211.87,929.56,1290.65,932.50,0.0373,78.84
1,112,8.0,675.63,371.18,765.63,371.07,-0.0013,90.00,674.38,371.58,765.63,371.50,-0.0009,91.25
1,113,18.0,633.11,97.55,720.65,95.29,-0.0258,87.57,631.87,97.75,720.62,95.63,-0.0240,88.78
1,114,6.0,1744.89,191.95,1748.74,105.60,-1.5263,86.44,1744.54,191.94,1748.52,105.59,-1.5248,86.45
1,115,8.0,374.40,505.48,288.12,506.25,3.1327,86.28,375.65,505.76,289.36,507.16,3.1253,86.30
1,116,4.0,279.40,373.12,365.64,371.43,-0.0196,86.26,279.39,373.71,365.65,372.14,-0.0182,86.28
1,117,2.0,1298.13,935.52,1213.10,932.70,-3.1084,85.08,1298.16,935.75,1213.09,933.07,-3.1101,85.12
1,118,9.0,1524.40,942.11,1440.61,939.78,-3.1139,83.82,1544.38,942.81,1448.10,940.37,-3.1163,96.31
1,119,4.0,915.27,304.41,913.56,220.62,-1.5913,83.81,915.29,305.66,913.63,223.11,-1.5909,82.56
1,120,5.0,290.61,502.52,374.38,500.99,-0.0183,83.78,290.63,503.25,374.37,501.85,-0.0167,83.76
1,121,14.0,1156.87,82.87,1238.19,79.88,-0.0368,81.38,1156.87,83.12,1241.94,79.96,-0.0372,85.13
1,122,7.0,508.80,208.15,504.71,128.11,-1.6218,80.15,508.83,208.15,504.71,128.11,-1.6222,80.15
1,123,5.0,1612.76,147.69,1541.31,178.47,2.7348,77.80,1613.41,147.53,1532.15,182.51,2.7351,88.47
1,124,4.0,1751.00,191.83,1755.09,114.35,-1.5180,77.59,1750.68,191.81,1754.97,114.34,-1.5155,77.59
1,125,18.0,1763.85,458.09,1768.41,381.89,-1.5110,76.34,1757.59,564.42,1773.36,285.64,-1.5143,279.22
1,126,16.0,1601.88,942.61,1525.62,942.41,-3.1390,76.26,1603.12,942.61,1544.37,942.76,3.1391,58.75
1,127,10.0,125.70,129.28,120.48,55.46,-1.6414,74.01,126.19,135.49,120.46,55.55,-1.6423,80.15
1,128,2.0,622.04,151.55,557.31,117.29,-2.6548,73.24,620.94,151.28,557.06,117.78,-2.6585,72.13
1,129,13.0,509.80,299.42,505.96,226.86,-1.6238,72.66,515.68,409.44,506.10,228.10,-1.6236,181.59
1,130,19.0,936.13,133.12,937.12,205.62,1.5572,72.51,935.68,98.12,937.11,206.87,1.5576,108.76
1,131,20.0,768.07,374.35,769.76,445.65,1.5471,71.32,979.34,923.06,1209.40,929.72,0.0289,230.16
1,132,15.0,1757.37,180.65,1760.64,110.63,-1.5242,70.10,1757.24,178.14,1760.40,110.61,-1.5240,67.60
1,133,6.0,1149.56,80.67,1134.78,147.94,1.7871,68.88,1149.53,80.66,1134.73,148.20,1.7866,69.15
1,134,4.0,1724.14,120.61,1720.97,189.33,1.6168,68.79,1723.90,120.60,1720.78,189.38,1.6162,68.85
1,135,12.0,69.37,235.42,0.60,236.86,3.1206,68.79,64.38,235.96,0.61,237.71,3.1142,63.79
1,136,7.0,843.07,113.92,910.85,106.40,-0.1105,68.19,843.10,114.17,909.38,106.96,-0.1084,66.67
1,137,26.0,940.62,123.02,1008.15,121.87,-0.0170,67.53,940.61,123.58,998.14,122.36,-0.0211,57.54
1,138,5.0,1138.34,146.92,1153.27,81.91,-1.3452,66.71,1138.27,147.20,1153.28,81.91,-1.3448,66.99
1,139,10.0,1628.35,158.64,1567.30,184.97,2.7344,66.48,1627.35,159.22,1568.70,184.47,2.7350,63.85
1,140,13.0,516.88,109.37,514.30,43.08,-1.6096,66.35,516.93,109.37,514.23,43.08,-1.6115,66.35
1,141,1.0,938.12,315.62,938.12,249.38,-1.5708,66.25,938.12,315.62,938.12,249.38,-1.5708,66.25
1,142,13.0,587.00,122.73,645.20,153.92,0.4918,66.03,570.24,113.84,644.93,154.40,0.4975,85.00
1,143,27.0,480.62,27.84,545.67,26.00,-0.0283,65.08,464.36,28.92,521.88,27.10,-0.0315,57.55
1,144,18.0,1344.53,353.13,1342.41,418.14,1.6034,65.05,1343.79,366.86,1339.78,515.60,1.5978,148.80
1,145,5.0,1357.18,10.60,1355.36,75.62,1.5988,65.04,1357.13,10.59,1355.01,75.60,1.6034,65.05
1,146,12.0,1063.21,94.32,1060.34,29.39,-1.6150,64.99,1063.26,94.37,1060.19,29.34,-1.6180,65.10
1,147,3.0,919.09,368.18,916.66,304.34,-1.6088,63.89,919.06,368.18,916.68,305.54,-1.6086,62.69
1,148,11.0,1724.43,186.93,1727.20,123.14,-1.5274,63.85,1724.02,186.92,1727.13,123.14,-1.5220,63.86
1,149,26.0,1695.32,191.92,1698.25,129.32,-1.5240,62.67,1695.06,193.10,1697.98,129.37,-1.5250,63.80
1,150,24.0,1723.13,822.77,1660.58,821.18,-3.1162,62.58,1723.16,823.04,1638.05,820.50,-3.1118,85.15
1,151,13.0,520.63,46.96,583.15,45.49,-0.0235,62.54,521.90,47.67,613.18,44.64,-0.0332,91.32
1,152,14.0,0.61,233.70,63.13,232.32,-0.0220,62.54,0.60,234.35,61.88,233.27,-0.0176,61.28
1,153,5.0,1624.32,943.35,1684.33,945.49,0.0357,60.05,1623.07,943.54,1684.33,945.73,0.0359,61.30
1,154,11.0,1368.45,144.38,1366.65,204.37,1.6007,60.01,1368.47,134.38,1366.58,205.62,1.5972,71.26
1,155,9.0,1159.35,187.44,1218.11,185.24,-0.0375,58.80,1159.35,187.36,1218.12,185.60,-0.0300,58.80
1,156,17.0,1326.14,86.03,1289.76,132.18,2.2385,58.76,1326.15,86.04,1288.64,133.53,2.2392,60.52
1,157,16.0,1571.86,197.36,1629.35,195.95,-0.0246,57.51,1570.61,197.60,1626.86,196.32,-0.0229,56.26
1,158,6.0,917.38,220.62,918.31,278.12,1.5546,57.51,917.43,220.63,918.15,278.12,1.5584,57.50
1,159,8.0,1035.62,908.29,1093.11,910.00,0.0298,57.51,1018.13,907.93,1093.14,910.28,0.0313,75.04
1,160,17.0,1185.83,453.13,1186.50,395.62,-1.5592,57.51,1186.05,465.63,1186.20,395.62,-1.5687,70.00
1,161,16.0,995.66,115.38,940.60,117.37,3.1055,55.10,994.38,115.70,940.61,117.65,3.1053,53.81
1,162,25.0,699.39,98.93,644.39,100.16,3.1192,55.01,713.11,98.93,645.62,100.47,3.1189,67.51
1,163,10.0,1286.96,131.94,1320.45,89.23,-0.9059,54.27,1286.86,131.86,1320.45,89.24,-0.9033,54.27
1,164,11.0,1046.84,426.91,1045.45,374.35,-1.5974,52.58,1046.98,438.15,1045.62,375.60,-1.5924,62.57
2,0,11.0,1775.69,301.88,1744.90,824.33,1.6296,523.36,1764.20,513.11,1745.81,823.06,1.6301,310.49
2,1,10.0,1753.78,331.84,1725.63,819.45,1.6285,488.42,1753.42,343.14,1726.41,816.85,1.6277,474.48
2,2,12.0,537.62,898.15,516.32,410.54,-1.6145,488.07,529.02,666.89,516.02,398.11,-1.6191,269.10
2,3,14.0,1722.41,820.58,1748.24,379.38,-1.5123,441.96,1723.15,816.88,1734.14,629.36,-1.5122,187.84
2,4,22.0,523.07,221.81,544.74,646.86,1.5199,425.59,523.79,220.53,550.58,751.88,1.5204,532.02
2,5,8.0,933.18,27.06,1355.69,10.96,-0.0381,422.81,934.34,27.28,1356.94,11.01,-0.0385,422.91
2,6,6.0,1337.55,783.14,1346.02,370.58,-1.5503,412.64,1336.54,913.12,1346.08,379.38,-1.5529,533.82
2,7,5.0,1344.37,202.83,940.60,214.75,3.1121,403.94,1345.58,202.77,940.60,214.76,3.1120,405.16
2,8,10.0,514.42,41.94,913.15,27.67,-0.0358,398.99,515.59,42.14,914.41,27.79,-0.0360,399.08
2,9,5.0,913.16,30.38,520.63,44.48,3.1057,392.79,913.17,30.59,520.64,44.76,3.1055,392.79
2,10,4.0,525.63,223.81,915.62,219.26,-0.0117,390.02,525.62,223.84,915.62,219.30,-0.0116,390.03
2,11,10.0,915.61,215.37,530.60,220.07,3.1294,385.03,915.61,215.42,531.85,220.05,3.1295,383.78
2,12,13.0,121.85,53.58,496.88,42.11,-0.0306,375.21,121.90,53.88,498.14,42.31,-0.0308,376.42
2,13,9.0,506.84,220.40,135.60,229.46,3.1172,371.35,506.84,220.44,135.57,229.54,3.1171,371.38
2,14,18.0,136.61,233.06,162.13,600.69,1.5015,368.52,137.39,233.00,171.61,721.98,1.5009,490.18
2,15,9.0,495.64,45.01,129.35,56.18,3.1111,366.46,496.86,45.21,129.36,56.50,3.1109,367.67
2,16,8.0,130.63,59.67,495.62,48.08,-0.0317,365.17,129.40,60.03,495.63,48.36,-0.0319,366.42
2,17,4.0,564.37,899.83,919.38,906.47,0.0187,355.08,564.37,899.40,920.62,905.91,0.0183,356.30
2,18,3.0,184.33,888.69,535.66,898.04,0.0266,351.46,189.34,888.18,535.67,897.86,0.0279,346.46
2,19,8.0,940.93,590.59,945.08,903.13,1.5575,312.57,942.31,639.35,945.93,903.12,1.5571,263.79
2,20,11.0,161.51,601.81,183.27,885.71,1.4943,284.74,171.74,723.03,184.92,885.58,1.4899,163.08
2,21,5.0,600.61,915.12,881.88,920.54,0.0192,281.32,559.36,913.66,883.14,920.08,0.0198,323.84
2,22,10.0,1757.59,564.42,1773.36,285.64,-1.5143,279.22,1743.09,820.62,1768.91,380.60,-1.5122,440.78
2,23,6.0,1351.98,16.40,1075.62,25.52,3.1086,276.51,1351.99,16.34,1106.85,25.03,3.1061,245.29
2,24,2.0,1368.16,9.41,1639.38,2.02,-0.0273,271.32,1375.66,9.31,1640.60,2.28,-0.0265,265.04
2,25,16.0,819.39,922.54,551.87,917.14,-3.1214,267.57,801.88,921.48,660.61,918.74,-3.1222,141.30
2,26,9.0,159.35,38.42,424.36,31.18,-0.0273,265.11,159.36,38.94,424.36,31.42,-0.0284,265.11
2,27,8.0,544.22,643.18,554.79,894.41,1.5287,251.45,549.92,753.10,555.81,894.42,1.5292,141.44
2,28,6.0,1626.91,8.10,1376.89,14.85,3.1146,250.11,1628.13,8.30,1378.11,14.97,3.1149,250.11
2,29,21.0,1371.52,209.32,1363.84,454.40,1.6021,245.19,1372.03,209.38,1370.48,259.41,1.6017,50.05
2,30,3.0,1356.87,916.90,1601.87,923.29,0.0261,245.08,1358.13,916.62,1603.13,922.93,0.0257,245.08
2,31,9.0,941.91,924.39,939.27,688.13,-1.5820,236.28,943.06,923.13,939.43,684.37,-1.5860,238.78
2,32,4.0,1546.77,165.41,1757.33,62.80,-0.4535,234.23,1546.79,165.44,1757.38,62.90,-0.4531,234.23
2,33,8.0,979.34,923.06,1209.40,929.72,0.0289,230.16,951.85,921.56,1320.60,932.74,0.0303,368.92
2,34,10.0,141.49,359.48,126.61,134.31,-1.6368,225.66,152.44,501.92,121.43,55.48,-1.6402,447.52
2,35,17.0,1744.31,781.87,1757.71,565.60,-1.5089,216.69,1743.09,820.62,1768.91,380.60,-1.5122,440.78
2,36,4.0,919.38,903.93,704.37,899.72,-3.1220,215.06,915.62,903.16,694.38,898.92,-3.1224,221.28
2,37,4.0,1755.79,59.70,1568.12,151.87,2.6851,209.07,1757.85,58.82,1563.13,154.38,2.6854,216.91
2,38,13.0,937.05,384.35,940.83,590.67,1.5525,206.35,937.76,384.34,942.29,638.16,1.5529,253.87
2,39,0.0,1550.18,179.90,1732.12,97.42,-0.4256,199.76,1551.22,179.43,1732.74,97.28,-0.4250,199.25
2,40,11.0,199.45,908.21,0.58,902.29,-3.1118,198.96,199.40,907.34,0.60,901.49,-3.1122,198.88
2,41,2.0,1150.63,214.58,961.88,219.72,3.1144,188.82,1150.63,214.56,961.88,219.72,3.1143,188.82
2,42,3.0,1396.87,935.73,1583.08,940.97,0.0281,186.28,1404.34,935.61,1584.35,940.17,0.0253,180.07
2,43,3.0,914.34,31.88,915.28,218.14,1.5658,186.27,914.48,31.87,915.61,218.14,1.5647,186.27
2,44,0.0,228.17,107.99,404.42,166.75,0.3218,185.78,228.11,108.17,404.41,166.76,0.3208,185.78
2,45,0.0,978.12,216.51,1163.13,212.01,-0.0243,185.07,978.12,216.52,1163.13,212.01,-0.0244,185.07
2,46,10.0,934.80,211.89,932.11,28.12,-1.5854,183.79,935.18,213.13,932.17,29.37,-1.5872,183.79
2,47,17.0,1598.60,132.84,1758.24,53.35,-0.4620,178.33,1635.24,114.86,1760.23,52.34,-0.4638,139.75
2,48,9.0,1890.85,1013.05,1904.23,836.67,-1.4951,176.88,1895.11,970.77,1903.86,854.15,-1.4960,116.95
2,49,6.0,517.32,45.66,524.22,221.93,1.5316,176.41,517.78,46.89,524.76,221.86,1.5310,175.11
2,50,3.0,1740.04,929.80,1872.99,1036.74,0.6774,170.62,1740.86,929.08,1875.39,1037.17,0.6769,172.57
2,51,15.0,497.53,49.40,505.74,219.43,1.5225,170.22,497.73,46.89,506.40,220.71,1.5210,174.03
2,52,3.0,529.72,219.36,521.51,49.39,-1.6191,170.16,530.41,219.32,521.83,49.38,-1.6212,170.16
2,53,6.0,886.87,221.78,718.13,224.45,3.1258,168.77,886.87,221.85,718.13,224.41,3.1264,168.77
2,54,38.0,1792.11,0.64,1781.88,168.13,1.6318,167.80,1791.64,0.61,1764.37,511.94,1.6241,512.06
2,55,5.0,143.45,226.85,129.39,60.52,-1.6551,166.92,144.04,226.80,129.87,60.58,-1.6559,166.82
2,56,12.0,0.59,883.07,166.89,887.70,0.0278,166.36,0.58,882.13,168.15,887.27,0.0306,167.65
2,57,5.0,405.39,163.83,250.29,111.63,-2.8169,163.65,406.88,164.36,250.25,111.73,-2.8174,165.23
2,58,7.0,1377.21,16.88,1372.63,178.15,1.5992,161.33,1377.42,18.10,1372.86,178.12,1.5993,160.08
2,59,8.0,1513.12,924.48,1354.39,920.04,-3.1137,158.79,1599.36,926.12,1355.61,919.94,-3.1162,243.83
2,60,2.0,1375.61,205.15,1533.12,200.58,-0.0290,157.58,1375.61,205.15,1533.12,200.59,-0.0290,157.58
