frame_idx,match_rank,distance,kl1_sx,kl1_sy,kl1_ex,kl1_ey,kl1_angle,kl1_length,kl2_sx,kl2_sy,kl2_ex,kl2_ey,kl2_angle,kl2_length
117,114,6.0,761.10,0.58,763.57,96.86,1.5451,96.31,761.02,0.58,763.43,95.65,1.5454,95.10
117,115,7.0,666.90,90.17,761.90,95.13,0.0522,95.13,663.15,92.54,761.90,97.57,0.0508,98.88
117,116,21.0,1089.39,932.01,1183.14,920.77,-0.1194,94.42,839.49,967.76,1183.06,921.36,-0.1342,346.68
118,0,2.0,199.43,61.94,756.98,89.83,0.0500,558.24,199.43,64.45,756.99,92.06,0.0495,558.24
118,1,12.0,1347.60,686.85,1369.20,133.07,-1.5318,554.21,1352.12,575.63,1363.72,275.65,-1.5321,300.21
118,2,19.0,788.20,100.62,802.65,651.89,1.5446,551.45,796.19,370.64,808.75,951.86,1.5492,581.36
118,3,22.0,764.09,93.17,780.19,641.89,1.5415,548.95,764.00,98.18,772.34,365.65,1.5396,267.60
118,4,2.0,1209.70,461.85,1223.20,0.59,-1.5415,461.45,1209.34,466.84,1222.13,0.60,-1.5434,466.42
118,5,4.0,1202.30,896.88,1209.47,461.88,-1.5543,435.06,1202.41,896.86,1209.14,463.12,-1.5553,433.79
118,6,9.0,1538.51,401.97,1562.02,0.56,-1.5123,402.10,1541.05,366.96,1553.41,131.96,-1.5182,235.33
118,7,11.0,1535.50,644.09,1919.08,750.96,0.2717,398.19,1535.66,644.74,1919.07,750.96,0.2703,397.85
118,8,8.0,1537.23,629.29,1918.42,730.75,0.2601,394.47,1538.52,630.37,1918.41,730.78,0.2584,392.94
118,9,9.0,1537.98,634.03,1918.90,736.50,0.2628,394.46,1536.95,634.41,1918.88,736.54,0.2613,395.35
118,10,6.0,1538.29,640.02,1918.38,744.71,0.2688,394.24,1538.45,640.69,1918.37,744.73,0.2673,393.91
118,11,7.0,1538.31,623.67,1918.67,722.28,0.2537,392.94,1536.98,623.98,1918.94,722.45,0.2523,394.46
118,12,7.0,1538.41,619.53,1918.46,716.82,0.2506,392.31,1538.53,620.29,1918.43,716.93,0.2491,392.00
118,13,22.0,798.05,564.38,804.76,954.37,1.5536,390.05,798.89,593.13,805.17,954.38,1.5534,361.30
118,14,4.0,1539.89,609.79,1918.44,703.09,0.2417,389.88,1539.71,610.49,1918.40,703.24,0.2402,389.88
118,15,5.0,1207.08,468.10,1218.01,79.37,-1.5427,388.88,1207.07,456.88,1217.06,86.88,-1.5438,370.14
118,16,4.0,1541.91,614.21,1918.72,708.26,0.2446,388.36,1541.76,614.85,1918.68,708.38,0.2432,388.36
118,17,6.0,1540.78,599.99,1918.52,688.96,0.2313,388.08,1543.26,601.31,1918.47,689.15,0.2300,385.36
118,18,12.0,1550.64,698.09,1918.63,817.81,0.3145,386.98,1553.33,698.77,1777.75,773.01,0.3195,236.38
118,19,10.0,1545.79,591.15,1918.45,675.44,0.2224,382.07,1543.50,591.44,1918.40,675.65,0.2210,384.24
118,20,8.0,1545.79,581.13,1918.48,661.48,0.2123,381.26,1545.87,581.96,1918.42,661.73,0.2109,380.99
118,21,14.0,1546.07,564.61,1918.56,638.43,0.1957,379.73,1545.68,565.33,1918.50,638.73,0.1944,379.97
118,22,1.0,1200.52,843.14,1206.89,464.38,-1.5540,378.82,1201.40,796.87,1204.04,614.37,-1.5563,182.52
118,23,11.0,1548.09,520.85,1918.34,577.97,0.1531,374.63,1546.92,521.58,1918.27,578.44,0.1520,375.68
118,24,8.0,1548.16,504.10,1918.46,554.41,0.1350,373.70,1548.21,505.00,1918.38,554.99,0.1342,373.53
118,25,9.0,1549.54,480.42,1918.25,522.01,0.1123,371.05,1546.96,481.12,1918.18,522.64,0.1114,373.53
118,26,6.0,811.67,950.32,1179.48,902.66,-0.1289,370.88,809.18,951.62,1183.05,902.55,-0.1305,377.08
118,27,11.0,1549.44,429.48,1918.21,451.78,0.0604,369.44,1551.87,430.73,1918.16,452.60,0.0596,366.94
118,28,1.0,1544.70,369.46,1564.94,0.66,-1.5160,369.36,1544.04,370.67,1563.86,0.60,-1.5173,370.61
118,29,10.0,1551.92,450.09,1918.18,479.96,0.0814,367.48,1550.59,451.05,1918.22,480.74,0.0806,368.82
118,30,13.0,1551.88,433.04,1918.26,455.95,0.0625,367.10,1550.65,434.00,1918.29,456.76,0.0618,368.34
118,31,18.0,1565.29,103.14,1918.54,8.41,-0.2620,365.72,1564.51,104.88,1918.34,10.19,-0.2615,366.28
118,32,5.0,1564.23,128.78,1918.49,42.12,-0.2399,364.71,1563.10,130.52,1918.60,43.82,-0.2392,365.92
118,33,15.0,1565.48,113.82,1918.40,22.94,-0.2520,364.43,1564.08,115.71,1918.51,24.63,-0.2515,365.95
118,34,15.0,1561.69,172.20,1918.47,99.83,-0.2001,364.05,1561.97,173.58,1918.53,101.40,-0.1997,363.80
118,35,19.0,1554.38,378.09,1918.13,381.10,0.0083,363.77,1553.13,379.31,1918.13,382.16,0.0078,365.02
118,36,14.0,1554.37,367.81,1918.13,366.97,-0.0023,363.75,1554.37,368.89,1918.13,368.21,-0.0019,363.76
118,37,6.0,233.48,685.70,263.59,1048.09,1.4879,363.64,233.50,684.45,263.97,1049.51,1.4875,366.33
118,38,7.0,1562.93,157.23,1918.41,80.71,-0.2120,363.62,1561.53,159.02,1918.49,82.30,-0.2117,365.11
118,39,11.0,1555.58,315.98,1918.20,295.74,-0.0557,363.19,1558.00,233.49,1918.25,182.79,-0.1398,363.80
118,40,13.0,1567.98,106.33,1918.52,13.38,-0.2592,362.66,1566.88,108.14,1918.33,15.15,-0.2586,363.55
118,41,11.0,1555.62,361.11,1918.14,357.15,-0.0109,362.55,1555.61,362.19,1918.14,358.28,-0.0108,362.55
118,42,11.0,1556.83,295.04,1918.24,267.15,-0.0770,362.49,1555.59,296.43,1918.24,268.43,-0.0771,363.73
118,43,9.0,1568.11,95.58,1917.74,0.00,-0.2669,362.45,1566.71,97.52,1918.18,0.83,-0.2685,364.53
118,44,1.0,236.33,666.92,264.70,1018.20,1.4902,352.42,233.85,635.87,265.02,1019.42,1.4897,384.82
118,45,7.0,1565.43,92.42,1901.33,0.00,-0.2685,348.39,1564.34,94.24,1907.60,0.00,-0.2679,355.96
118,46,11.0,839.49,967.76,1183.06,921.36,-0.1342,346.68,838.25,969.05,1086.95,934.92,-0.1364,251.03
118,47,5.0,1586.19,668.68,1918.88,765.52,0.2833,346.50,1586.70,669.40,1918.90,765.44,0.2814,345.80
118,48,5.0,1589.49,675.24,1918.83,773.24,0.2892,343.62,1589.35,675.71,1918.86,773.15,0.2875,343.61
118,49,2.0,1590.45,664.99,1918.54,759.20,0.2796,341.34,1590.64,665.56,1918.54,759.17,0.2781,341.00
118,50,13.0,1589.46,615.26,1918.57,693.78,0.2342,338.34,1541.72,604.73,1918.53,693.92,0.2324,387.22
118,51,14.0,1590.46,605.11,1918.77,680.31,0.2252,336.82,1594.27,553.73,1918.54,610.74,0.1740,329.25
118,52,13.0,1592.73,595.45,1918.49,666.45,0.2146,333.41,1590.36,595.62,1918.69,666.76,0.2134,335.95
118,53,9.0,1596.71,489.57,1918.46,526.43,0.1140,323.86,1596.75,490.51,1918.39,527.04,0.1131,323.71
118,54,4.0,1598.00,500.38,1918.45,540.49,0.1245,322.96,1598.05,501.27,1918.37,541.12,0.1238,322.80
118,55,13.0,1598.07,457.53,1918.35,484.14,0.0829,321.39,1598.05,501.27,1918.37,541.12,0.1238,322.80
118,56,9.0,1599.29,446.85,1918.36,469.95,0.0723,319.90,1596.75,490.51,1918.39,527.04,0.1131,323.71
118,57,12.0,1183.85,683.14,1190.46,365.62,-1.5500,317.59,1183.33,710.63,1191.75,295.60,-1.5505,415.12
118,58,29.0,1532.65,996.91,1546.69,680.62,-1.5264,316.60,1532.97,993.12,1546.55,679.42,-1.5275,314.00
118,59,7.0,782.69,0.60,790.92,315.62,1.5447,315.12,782.48,0.61,794.74,444.36,1.5432,443.93
118,60,21.0,1603.13,371.55,1918.13,371.50,-0.0001,315.00,1604.38,372.54,1918.13,372.42,-0.0004,313.75
118,61,11.0,1568.26,84.85,1870.78,0.00,-0.2735,314.19,1617.07,72.57,1878.46,0.00,-0.2708,271.27
118,62,6.0,216.91,71.09,528.16,84.92,0.0444,311.55,216.88,73.12,533.17,87.15,0.0443,316.60
118,63,17.0,1606.88,349.60,1918.18,343.00,-0.0212,311.37,1606.81,339.92,1918.18,329.77,-0.0326,311.53
118,64,18.0,1613.26,183.87,1918.42,128.50,-0.1795,310.14,1614.50,185.05,1918.46,129.99,-0.1792,308.91
118,65,14.0,1609.31,294.75,1918.29,271.59,-0.0748,309.85,1606.92,296.19,1918.29,272.85,-0.0748,312.25
118,66,11.0,779.74,643.10,785.35,951.90,1.5526,308.86,773.35,366.84,786.52,953.13,1.5483,586.44
118,67,23.0,1614.24,194.83,1918.50,142.82,-0.1693,308.67,1614.50,185.05,1918.46,129.99,-0.1792,308.91
118,68,13.0,1613.15,217.04,1918.43,171.42,-0.1483,308.67,1614.50,185.05,1918.46,129.99,-0.1792,308.91
118,69,11.0,1614.42,205.93,1918.17,157.18,-0.1591,307.64,1614.50,185.05,1918.46,129.99,-0.1792,308.91
118,70,3.0,190.30,105.75,213.76,408.17,1.4934,303.33,190.31,105.65,213.70,406.93,1.4933,302.18
118,71,11.0,374.37,284.92,668.12,285.37,0.0016,293.75,374.37,286.85,668.12,287.10,0.0009,293.75
118,72,4.0,1568.18,80.83,1849.01,0.00,-0.2803,292.23,1567.12,82.71,1856.40,0.00,-0.2785,300.88
118,73,11.0,215.66,67.44,505.67,80.92,0.0464,290.33,255.65,71.35,540.72,84.95,0.0477,285.39
118,74,9.0,214.46,394.57,236.24,666.83,1.4910,273.13,214.96,407.97,234.20,635.75,1.4865,228.59
118,75,6.0,1566.91,74.49,1823.31,0.00,-0.2827,267.00,1568.14,75.68,1831.02,0.00,-0.2803,273.56
118,76,9.0,1566.50,70.63,1802.79,0.00,-0.2905,246.62,1565.44,72.52,1810.16,0.00,-0.2881,255.23
118,77,2.0,0.59,1056.55,231.87,1029.35,-0.1170,232.88,0.64,1058.29,228.35,1031.25,-0.1182,229.30
118,78,7.0,1190.75,364.38,1197.21,138.13,-1.5423,226.34,1192.46,293.14,1196.53,144.37,-1.5434,148.83
118,79,27.0,1531.85,670.70,1742.27,735.59,0.2991,220.20,1582.75,686.86,1739.58,734.95,0.2975,164.04
118,80,3.0,765.13,0.60,770.96,205.62,1.5424,205.09,765.03,0.61,771.01,206.86,1.5418,206.34
118,81,10.0,1186.06,739.38,1189.31,534.35,-1.5549,205.05,1184.21,870.62,1191.92,384.36,-1.5550,486.33
118,82,5.0,561.84,86.47,761.89,94.03,0.0378,200.19,590.56,89.77,760.66,96.04,0.0369,170.21
118,83,13.0,760.85,99.37,767.02,299.41,1.5400,200.14,761.06,104.36,766.94,296.83,1.5403,192.56
118,84,5.0,1569.24,58.94,1760.23,0.00,-0.2993,199.88,1565.91,61.55,1766.42,0.00,-0.2978,209.74
118,85,22.0,1182.13,881.88,1184.09,684.37,-1.5609,197.52,1182.29,901.86,1183.62,711.87,-1.5638,190.00
118,86,9.0,373.54,285.49,388.74,477.98,1.4920,193.08,373.90,287.96,389.10,479.30,1.4915,191.94
118,87,8.0,999.74,104.93,1161.27,0.00,-0.5761,192.62,999.73,105.60,1163.50,0.00,-0.5727,194.86
118,88,7.0,1008.28,103.37,1169.70,0.00,-0.5696,191.68,1005.67,105.70,1171.08,0.00,-0.5686,196.29
118,89,3.0,1014.89,102.69,1176.40,0.00,-0.5664,191.39,1010.81,105.91,1177.79,0.09,-0.5648,197.69
118,90,4.0,1743.85,736.09,1918.68,790.08,0.2995,182.98,1744.14,736.38,1918.70,790.01,0.2981,182.61
118,91,6.0,767.23,300.57,772.99,483.13,1.5393,182.65,767.17,296.86,771.03,408.11,1.5361,111.31
118,92,6.0,1743.97,731.95,1918.44,785.85,0.2997,182.61,1745.76,732.68,1918.46,785.80,0.2984,180.68
118,93,5.0,1351.62,1022.84,1530.88,993.41,-0.1628,181.65,1351.84,1022.93,1531.06,993.23,-0.1642,181.66
118,94,9.0,1745.56,727.10,1919.05,780.09,0.2964,181.41,1745.50,727.27,1919.07,780.02,0.2950,181.40
118,95,13.0,668.89,286.83,679.23,466.96,1.5135,180.42,669.14,288.14,679.56,468.19,1.5130,180.35
118,96,4.0,1570.58,51.74,1737.58,0.00,-0.3004,174.83,1569.19,53.77,1743.75,0.00,-0.2988,182.66
118,97,7.0,790.59,98.79,964.39,107.87,0.0522,174.04,790.55,100.76,966.91,109.91,0.0518,176.60
118,98,18.0,185.98,413.00,199.56,584.56,1.4918,172.10,180.96,350.40,210.71,724.47,1.4914,375.25
118,99,9.0,1539.01,169.58,1549.12,0.39,-1.5111,169.49,1537.15,190.57,1547.88,0.40,-1.5144,190.47
118,100,4.0,1619.33,47.97,1779.91,0.00,-0.2903,167.60,1617.94,50.03,1786.10,0.00,-0.2892,175.44
118,101,13.0,1367.01,508.13,1374.71,341.83,-1.5245,166.48,1368.82,469.46,1374.65,343.08,-1.5246,126.52
118,102,4.0,1584.52,683.88,1743.50,731.90,0.2933,166.06,1584.38,684.35,1743.44,732.08,0.2916,166.06
118,103,10.0,1585.82,679.96,1742.96,726.18,0.2861,163.80,1585.68,680.42,1743.23,726.51,0.2846,164.15
118,104,7.0,1567.18,49.06,1721.41,0.00,-0.3080,161.85,1565.77,51.08,1726.44,0.00,-0.3078,168.59
118,105,10.0,521.80,472.28,678.13,467.03,-0.0336,156.41,523.07,473.96,678.14,468.65,-0.0342,155.17
118,106,2.0,779.12,0.63,783.41,151.87,1.5424,151.30,779.05,0.63,783.39,150.62,1.5419,150.05
118,107,6.0,1538.37,995.88,1661.37,1077.63,0.5865,147.69,1536.64,994.74,1664.85,1079.30,0.5830,153.59
118,108,15.0,1374.56,341.93,1379.84,201.85,-1.5331,140.18,1376.16,296.90,1380.35,185.61,-1.5331,111.36
118,109,1.0,1570.62,40.60,1700.00,0.00,-0.3041,135.60,1569.22,42.63,1705.02,0.00,-0.3042,142.34
118,110,27.0,1184.69,869.38,1186.12,740.62,-1.5596,128.77,1184.21,870.62,1191.92,384.36,-1.5550,486.33
118,111,23.0,175.64,286.67,185.81,410.81,1.4890,124.56,180.96,350.40,210.71,724.47,1.4914,375.25
118,112,4.0,1570.65,36.96,1683.89,0.00,-0.3155,119.11,1569.24,38.98,1687.76,0.00,-0.3178,124.77
118,113,23.0,1717.89,586.86,1830.85,608.16,0.1864,114.95,1598.05,501.27,1918.37,541.12,0.1238,322.80
118,114,16.0,1200.98,114.35,1203.73,0.61,-1.5466,113.78,1200.56,113.12,1202.73,0.62,-1.5515,112.53
118,115,4.0,1198.31,110.63,1200.66,0.60,-1.5495,110.05,1197.55,111.89,1200.07,0.61,-1.5482,111.31
118,116,9.0,683.08,969.09,785.57,953.97,-0.1464,103.59,679.36,970.56,783.28,955.42,-0.1446,105.01
118,117,4.0,663.15,92.54,761.90,97.57,0.0508,98.88,654.39,94.10,761.93,99.50,0.0501,107.68
118,118,13.0,1571.82,29.20,1661.52,0.00,-0.3147,94.34,1569.22,42.63,1705.02,0.00,-0.3042,142.34
118,119,16.0,1102.47,87.96,1184.29,42.97,-0.5028,93.37,1091.48,94.91,1184.19,43.81,-0.5038,105.86
118,120,11.0,1271.55,962.02,1340.98,1020.21,0.6976,90.58,1202.20,902.74,1342.13,1021.57,0.7041,183.58
118,121,40.0,785.70,0.60,787.57,90.64,1.5501,90.06,782.48,0.61,794.74,444.36,1.5432,443.93
119,0,12.0,773.35,366.84,786.52,953.13,1.5483,586.44,781.28,655.61,786.89,951.90,1.5519,296.34
119,1,3.0,199.43,64.45,756.99,92.06,0.0495,558.24,200.66,64.89,758.21,92.59,0.0496,558.24
119,2,8.0,1184.21,870.62,1191.92,384.36,-1.5550,486.33,1186.15,739.38,1190.76,453.11,-1.5547,286.31
119,3,8.0,1209.34,466.84,1222.13,0.60,-1.5434,466.42,1209.74,456.88,1221.99,0.59,-1.5439,456.45
119,4,3.0,782.48,0.61,794.74,444.36,1.5432,443.93,782.92,0.60,795.77,454.37,1.5425,453.96
119,5,15.0,1183.33,710.63,1191.75,295.60,-1.5505,415.12,1185.14,613.14,1190.17,374.37,-1.5497,238.83
119,6,7.0,1536.95,634.41,1918.88,736.54,0.2613,395.35,1538.02,633.85,1919.15,735.54,0.2607,394.47
119,7,12.0,1536.98,623.98,1918.94,722.45,0.2523,394.46,1537.16,623.27,1918.60,721.27,0.2515,393.83
119,8,9.0,1538.45,640.69,1918.37,744.73,0.2673,393.91,1538.37,639.74,1918.44,743.22,0.2658,393.91
119,9,10.0,1538.52,630.37,1918.41,730.78,0.2584,392.94,1537.26,629.15,1918.50,729.21,0.2567,394.15
119,10,7.0,1538.53,620.29,1918.43,716.93,0.2491,392.00,1538.73,619.46,1918.50,715.38,0.2474,391.69
119,11,12.0,1541.76,614.85,1918.68,708.38,0.2432,388.36,1539.55,613.65,1918.64,707.29,0.2422,390.48
119,12,15.0,1541.72,604.73,1918.53,693.92,0.2324,387.22,1542.78,604.31,1918.76,692.94,0.2315,386.29
119,13,8.0,1543.26,601.31,1918.47,689.15,0.2300,385.36,1543.44,600.51,1918.50,687.75,0.2285,385.07
119,14,6.0,233.85,635.87,265.02,1019.42,1.4897,384.82,237.82,673.05,266.39,1019.52,1.4885,347.65
119,15,6.0,1545.87,581.96,1918.42,661.73,0.2109,380.99,1545.78,581.16,1918.43,660.43,0.2096,380.99
119,16,11.0,1545.89,571.85,1918.40,648.01,0.2017,380.22,1545.79,571.07,1918.40,646.78,0.2004,380.22
119,17,4.0,809.18,951.62,1183.05,902.55,-0.1305,377.08,810.48,950.76,1183.12,901.87,-0.1305,375.84
119,18,11.0,1546.92,521.58,1918.27,578.44,0.1520,375.68,1547.01,521.00,1918.22,577.47,0.1510,375.49
119,19,8.0,1546.92,511.56,1918.25,564.72,0.1422,375.12,1547.00,511.01,1918.21,563.80,0.1413,374.94
119,20,4.0,1548.17,501.56,1918.29,550.64,0.1318,373.36,1548.24,501.01,1918.24,549.78,0.1310,373.20
119,21,9.0,1546.85,460.93,1918.22,494.59,0.0904,372.89,1550.63,440.49,1918.18,466.05,0.0694,368.44
119,22,10.0,1549.43,471.30,1918.18,508.80,0.1013,370.65,1549.35,470.84,1918.25,508.13,0.1008,370.78
119,23,0.0,1544.04,370.67,1563.86,0.60,-1.5173,370.61,1544.38,365.69,1563.71,0.59,-1.5179,365.61
119,24,15.0,1549.37,454.44,1918.39,484.91,0.0824,370.28,1550.64,454.21,1918.32,484.46,0.0821,368.93
119,25,10.0,1207.07,456.88,1217.06,86.88,-1.5438,370.14,1207.05,463.16,1217.77,54.37,-1.5446,408.94
119,26,9.0,1549.39,420.35,1918.17,438.41,0.0489,369.23,1551.90,420.18,1918.19,438.00,0.0486,366.73
119,27,4.0,1551.87,430.73,1918.16,452.60,0.0596,366.94,1551.89,430.42,1918.18,452.15,0.0593,366.94
119,28,10.0,233.50,684.45,263.97,1049.51,1.4875,366.33,234.87,689.44,265.25,1049.41,1.4866,361.25
119,29,11.0,1564.51,104.88,1918.34,10.19,-0.2615,366.28,1564.05,105.66,1918.33,11.41,-0.2600,366.60
119,30,7.0,1563.10,130.52,1918.60,43.82,-0.2392,365.92,1562.93,131.07,1918.53,44.80,-0.2380,365.92
119,31,8.0,1561.90,148.22,1918.36,67.93,-0.2216,365.40,1562.01,148.72,1918.58,68.89,-0.2202,365.39
119,32,15.0,1553.14,410.24,1918.17,424.50,0.0391,365.31,1553.15,409.98,1918.18,424.16,0.0388,365.31
119,33,8.0,1553.14,399.93,1918.17,410.35,0.0285,365.17,1553.15,399.73,1918.18,410.03,0.0282,365.17
119,34,3.0,1553.12,351.88,1918.17,344.14,-0.0212,365.13,1553.12,351.85,1918.17,344.15,-0.0211,365.13
119,35,10.0,1561.53,159.02,1918.49,82.30,-0.2117,365.11,1561.63,159.49,1918.43,83.30,-0.2104,364.84
119,36,11.0,1553.13,383.10,1918.15,386.57,0.0095,365.04,1553.13,382.95,1918.15,386.47,0.0096,365.04
119,37,11.0,1562.96,141.16,1918.45,58.25,-0.2291,365.03,1562.93,131.07,1918.53,44.80,-0.2380,365.92
119,38,9.0,1553.13,379.31,1918.13,382.16,0.0078,365.02,1553.13,379.14,1918.13,381.98,0.0078,365.02
119,39,5.0,1561.81,162.82,1918.44,87.11,-0.2092,364.58,1561.89,163.20,1918.37,88.02,-0.2079,364.32
119,40,19.0,1566.71,97.52,1918.18,0.83,-0.2685,364.53,1617.21,84.35,1918.43,1.74,-0.2677,312.34
119,41,2.0,1554.36,327.76,1918.15,311.26,-0.0453,364.17,1554.36,327.74,1918.16,311.37,-0.0450,364.17
119,42,2.0,1554.35,331.18,1918.18,315.74,-0.0424,364.16,1554.34,331.16,1918.19,315.84,-0.0421,364.16
119,43,13.0,1554.37,389.76,1918.14,396.28,0.0179,363.83,1554.37,389.58,1918.14,396.06,0.0178,363.83
119,44,6.0,1554.37,358.77,1918.15,353.79,-0.0137,363.82,1554.37,358.69,1918.15,353.77,-0.0135,363.82
119,45,7.0,1558.00,233.49,1918.25,182.79,-0.1398,363.80,1558.04,233.76,1918.34,183.38,-0.1389,363.80
119,46,16.0,1554.37,368.89,1918.13,368.21,-0.0019,363.76,1551.87,368.83,1918.13,368.12,-0.0019,366.26
119,47,12.0,1555.59,296.43,1918.24,268.43,-0.0771,363.73,1555.60,296.51,1918.27,268.72,-0.0765,363.73
119,48,13.0,1566.88,108.14,1918.33,15.15,-0.2586,363.55,1564.37,109.35,1918.59,16.16,-0.2573,366.28
119,49,11.0,1555.54,306.91,1918.18,282.75,-0.0665,363.44,1555.55,306.94,1918.20,282.98,-0.0660,363.44
119,50,8.0,1559.32,222.79,1918.37,168.51,-0.1500,363.13,1559.37,223.08,1918.47,169.17,-0.1490,363.13
119,51,10.0,1555.58,338.05,1918.16,325.38,-0.0349,362.80,1555.58,338.03,1918.16,325.44,-0.0347,362.80
119,52,2.0,1555.60,348.39,1918.16,339.64,-0.0241,362.67,1555.60,348.37,1918.16,339.64,-0.0241,362.67
119,53,6.0,1555.61,362.19,1918.14,358.28,-0.0108,362.55,1555.61,362.14,1918.14,358.27,-0.0107,362.55
119,54,15.0,1556.82,317.21,1918.20,296.95,-0.0560,361.94,1556.82,317.21,1918.21,297.12,-0.0555,361.94
119,55,3.0,1558.15,285.89,1918.22,254.26,-0.0876,361.46,1558.16,285.99,1918.25,254.60,-0.0870,361.46
119,56,13.0,1561.68,211.91,1918.48,154.07,-0.1607,361.46,1559.35,275.34,1918.20,240.19,-0.0976,360.57
119,57,13.0,798.89,593.13,805.17,954.38,1.5534,361.30,800.46,625.63,805.02,886.86,1.5534,261.28
119,58,10.0,1559.33,275.20,1918.29,239.77,-0.0984,360.70,1559.35,275.34,1918.20,240.19,-0.0976,360.57
119,59,7.0,1564.34,94.24,1907.60,0.00,-0.2679,355.96,1564.19,94.96,1912.56,0.00,-0.2661,361.08
119,60,12.0,1586.70,669.40,1918.90,765.44,0.2814,345.80,1589.09,669.10,1918.57,764.06,0.2806,342.89
119,61,14.0,1589.35,675.71,1918.86,773.15,0.2875,343.61,1589.61,674.82,1918.59,771.56,0.2860,342.90
119,62,10.0,1590.64,665.56,1918.54,759.17,0.2781,341.00,1590.57,664.57,1918.59,757.74,0.2768,341.00
119,63,11.0,1590.36,595.62,1918.69,666.76,0.2134,335.95,1592.88,595.52,1918.63,665.81,0.2125,333.24
119,64,11.0,1596.29,522.30,1918.37,568.91,0.1437,325.44,1596.88,479.36,1918.32,512.51,0.1028,323.15
119,65,6.0,1596.75,490.51,1918.39,527.04,0.1131,323.71,1596.80,490.06,1918.31,526.46,0.1127,323.57
119,66,9.0,1598.05,501.27,1918.37,541.12,0.1238,322.80,1596.70,521.85,1918.29,568.22,0.1432,324.92
119,67,9.0,1600.58,415.49,1918.26,428.59,0.0412,317.95,1600.59,415.29,1918.27,428.29,0.0409,317.95
119,68,6.0,216.88,73.12,533.17,87.15,0.0443,316.60,216.92,73.39,531.91,87.39,0.0444,315.30
119,69,6.0,1601.85,394.12,1918.20,400.65,0.0206,316.41,1601.86,393.92,1918.18,400.44,0.0206,316.39
119,70,19.0,1532.97,993.12,1546.55,679.42,-1.5275,314.00,1533.00,994.42,1546.61,679.36,-1.5276,315.35
119,71,19.0,1604.38,372.54,1918.13,372.42,-0.0004,313.75,1603.08,404.75,1918.20,414.39,0.0306,315.27
119,72,8.0,1605.56,307.17,1918.21,287.02,-0.0644,313.30,1605.57,307.22,1918.23,287.24,-0.0638,313.30
119,73,9.0,1605.69,318.12,1918.23,301.25,-0.0539,312.99,1605.69,318.14,1918.23,301.41,-0.0535,312.99
119,74,8.0,1606.92,296.19,1918.29,272.85,-0.0748,312.25,1605.57,307.22,1918.23,287.24,-0.0638,313.30
119,75,8.0,1608.15,263.37,1918.33,230.04,-0.1070,311.96,1608.04,263.57,1918.24,230.44,-0.1064,311.96
119,76,18.0,1606.81,339.92,1918.18,329.77,-0.0326,311.53,1646.81,338.59,1918.18,329.86,-0.0321,271.51
119,77,11.0,1609.43,241.08,1918.39,201.40,-0.1277,311.49,1611.71,185.98,1918.37,130.74,-0.1782,311.59
119,78,9.0,1612.04,196.62,1918.33,144.32,-0.1691,310.72,1612.10,196.96,1918.44,144.98,-0.1681,310.72
119,79,10.0,1610.57,285.02,1918.28,258.65,-0.0855,308.83,1609.34,285.27,1918.31,259.01,-0.0848,310.08
119,80,9.0,1352.12,575.63,1363.72,275.65,-1.5321,300.21,1350.11,640.65,1365.59,231.87,-1.5330,409.07
119,81,18.0,374.37,286.85,668.12,287.10,0.0009,293.75,375.62,286.92,669.37,287.17,0.0008,293.75
119,82,10.0,255.65,71.35,540.72,84.95,0.0477,285.39,320.61,74.62,543.19,85.57,0.0492,222.85
119,83,12.0,1617.07,72.57,1878.46,0.00,-0.2708,271.27,1565.85,87.67,1884.58,0.00,-0.2684,330.57
119,84,26.0,764.00,98.18,772.34,365.65,1.5396,267.60,764.82,99.40,781.83,654.38,1.5402,555.24
119,85,4.0,838.25,969.05,1086.95,934.92,-0.1364,251.03,871.95,963.63,1055.79,938.07,-0.1381,185.61
119,86,4.0,1553.33,698.77,1777.75,773.01,0.3195,236.38,1553.27,697.68,1785.26,774.22,0.3187,244.29
119,87,9.0,1541.05,366.96,1553.41,131.96,-1.5182,235.33,1541.17,365.72,1560.24,0.54,-1.5186,365.68
119,88,5.0,0.64,1058.29,228.35,1031.25,-0.1182,229.30,0.64,1058.23,234.49,1030.31,-0.1188,235.51
119,89,14.0,214.96,407.97,234.20,635.75,1.4865,228.59,216.28,405.87,237.67,672.96,1.4909,267.94
119,90,5.0,1565.91,61.55,1766.42,0.00,-0.2978,209.74,1565.76,62.33,1769.03,0.00,-0.2975,212.60
119,91,2.0,765.03,0.61,771.01,206.86,1.5418,206.34,765.50,0.63,770.95,184.37,1.5411,183.82
119,92,6.0,1010.81,105.91,1177.79,0.09,-0.5648,197.69,1011.17,105.24,1177.84,0.18,-0.5625,197.02
119,93,8.0,1005.67,105.70,1171.08,0.00,-0.5686,196.29,1004.56,105.92,1171.15,0.00,-0.5663,197.41
119,94,8.0,999.73,105.60,1163.50,0.00,-0.5727,194.86,999.56,105.23,1163.54,0.00,-0.5705,194.84
119,95,14.0,761.06,104.36,766.94,296.83,1.5403,192.56,761.39,101.89,769.03,331.89,1.5376,230.12
119,96,5.0,373.90,287.96,389.10,479.30,1.4915,191.94,374.64,288.00,389.88,479.33,1.4913,191.94
119,97,11.0,1537.15,190.57,1547.88,0.40,-1.5144,190.47,1538.25,171.74,1547.80,0.40,-1.5151,171.61
